	sample_id	locus	sequence_length	mapped_reads	unmapped_reads
3	C0221_S60.rg	Cox20_MST_Coxiella	585	0	0
4	C0221_S60.rg	Cox22_MST_Coxiella	340	0	0
5	C0221_S60.rg	Cox37_MST_Coxiella	422	0	0
6	C0221_S60.rg	Cox51_MST_Coxiella	634	0	0
7	C0221_S60.rg	Cox56_MST_Coxiella	452	0	0
8	C0221_S60.rg	Cox57_MST_Coxiella	565	0	0
9	C0221_S60.rg	Cox61_MST_Coxiella	569	0	0
10	C0221_S60.rg	acnA_MLST_Brucella	490	0	0
11	C0221_S60.rg	adk_MLST_Lepto	430	45	7
12	C0221_S60.rg	aroA_MLST_Brucella	565	20	0
13	C0221_S60.rg	batR_1_MLST_Bartonella	487	0	0
14	C0221_S60.rg	bvrR_1_MLST_Bartonella	486	0	0
15	C0221_S60.rg	caiA_MLST_Brucella	449	0	0
16	C0221_S60.rg	caiB_MLST_Lepto	402	100	0
17	C0221_S60.rg	cobQ_1_MLST_Brucella	422	21	3
18	C0221_S60.rg	csdB_MLST_Brucella	487	12	0
19	C0221_S60.rg	ddlA_MLST_Brucella	553	15	1
20	C0221_S60.rg	dnaK_MLST_Brucella	470	0	0
21	C0221_S60.rg	fbaA_1_MLST_Brucella	458	0	0
22	C0221_S60.rg	flaA_MLST_Bartonella	517	8	0
23	C0221_S60.rg	ftsZ_B_1_MLST_Bartonella	497	0	0
24	C0221_S60.rg	ftsZ_H_1_MLST_Bartonella	483	0	0
25	C0221_S60.rg	fumC_MLST_Brucella	452	2	0
26	C0221_S60.rg	gap_MLST_Brucella	589	2	0
27	C0221_S60.rg	glk_MLST_Brucella	475	0	0
28	C0221_S60.rg	glmU_MLST_Lepto	444	222	22
29	C0221_S60.rg	gltA_MLST_Bartonella	338	0	0
30	C0221_S60.rg	groEL_MLST_Bartonella	442	336	0
31	C0221_S60.rg	gyrB_MLST_Brucella	469	5	0
32	C0221_S60.rg	icdA_MLST_Lepto	557	254	24
33	C0221_S60.rg	int_hyp_1_MLST_Brucella	430	0	0
34	C0221_S60.rg	leuA_MLST_Brucella	482	38	4
35	C0221_S60.rg	lipL32_MLST_Lepto	450	157	7
36	C0221_S60.rg	lipL41_MLST_Lepto	493	124	4
37	C0221_S60.rg	mreA_MLST_Lepto	435	299	69
38	C0221_S60.rg	mutL_MLST_Brucella	549	0	0
39	C0221_S60.rg	mviM_1_MLST_Brucella	447	148	0
40	C0221_S60.rg	nlpD_1_MLST_Bartonella	494	336	0
41	C0221_S60.rg	omp25_MLST_Brucella	490	1	1
42	C0221_S60.rg	pfkB__MLST_Lepto	432	210	0
43	C0221_S60.rg	pntA_MLST_Lepto	525	234	6
44	C0221_S60.rg	prpE_MLST_Brucella	468	2	0
45	C0221_S60.rg	putA_MLST_Brucella	527	0	0
46	C0221_S60.rg	ribC_MLST_Bartonella	349	0	0
47	C0221_S60.rg	rnpB_MLST_Bartonella	297	0	0
48	C0221_S60.rg	rpoB_MLST_Bartonella	363	0	0
49	C0221_S60.rg	soxA_1_MLST_Brucella	486	0	0
50	C0221_S60.rg	sucA_MLST_Lepto	447	0	0
51	C0221_S60.rg	trpE_MLST_Brucella	486	8	0
52	C0221_S60.rg	*	0	0	11656580
0	C0417_S61.rg	Cox2_MST_Coxiella	356	0	0
1	C0417_S61.rg	Cox5_MST_Coxiella	353	44	0
2	C0417_S61.rg	Cox18_MST_Coxiella	516	300	0
3	C0417_S61.rg	Cox20_MST_Coxiella	585	0	0
4	C0417_S61.rg	Cox22_MST_Coxiella	340	0	0
5	C0417_S61.rg	Cox37_MST_Coxiella	422	0	0
6	C0417_S61.rg	Cox51_MST_Coxiella	634	0	0
7	C0417_S61.rg	Cox56_MST_Coxiella	452	0	0
8	C0417_S61.rg	Cox57_MST_Coxiella	565	1	1
9	C0417_S61.rg	Cox61_MST_Coxiella	569	0	0
10	C0417_S61.rg	acnA_MLST_Brucella	490	0	0
11	C0417_S61.rg	adk_MLST_Lepto	430	1067	111
12	C0417_S61.rg	aroA_MLST_Brucella	565	14	0
13	C0417_S61.rg	batR_1_MLST_Bartonella	487	0	0
14	C0417_S61.rg	bvrR_1_MLST_Bartonella	486	0	0
15	C0417_S61.rg	caiA_MLST_Brucella	449	0	0
16	C0417_S61.rg	caiB_MLST_Lepto	402	1416	178
17	C0417_S61.rg	cobQ_1_MLST_Brucella	422	200	0
18	C0417_S61.rg	csdB_MLST_Brucella	487	0	0
19	C0417_S61.rg	ddlA_MLST_Brucella	553	0	0
20	C0417_S61.rg	dnaK_MLST_Brucella	470	2	2
21	C0417_S61.rg	fbaA_1_MLST_Brucella	458	0	0
22	C0417_S61.rg	flaA_MLST_Bartonella	517	1	1
23	C0417_S61.rg	ftsZ_B_1_MLST_Bartonella	497	0	0
24	C0417_S61.rg	ftsZ_H_1_MLST_Bartonella	483	0	0
25	C0417_S61.rg	fumC_MLST_Brucella	452	0	0
26	C0417_S61.rg	gap_MLST_Brucella	589	3	3
27	C0417_S61.rg	glk_MLST_Brucella	475	0	0
28	C0417_S61.rg	glmU_MLST_Lepto	444	1780	160
29	C0417_S61.rg	gltA_MLST_Bartonella	338	5	3
30	C0417_S61.rg	groEL_MLST_Bartonella	442	733	5
31	C0417_S61.rg	gyrB_MLST_Brucella	469	0	0
32	C0417_S61.rg	icdA_MLST_Lepto	557	2678	145
33	C0417_S61.rg	int_hyp_1_MLST_Brucella	430	0	0
34	C0417_S61.rg	leuA_MLST_Brucella	482	32	0
35	C0417_S61.rg	lipL32_MLST_Lepto	450	892	60
36	C0417_S61.rg	lipL41_MLST_Lepto	493	1446	39
37	C0417_S61.rg	mreA_MLST_Lepto	435	2242	158
38	C0417_S61.rg	mutL_MLST_Brucella	549	0	0
39	C0417_S61.rg	mviM_1_MLST_Brucella	447	248	0
40	C0417_S61.rg	nlpD_1_MLST_Bartonella	494	320	0
41	C0417_S61.rg	omp25_MLST_Brucella	490	22	0
42	C0417_S61.rg	pfkB__MLST_Lepto	432	2070	38
43	C0417_S61.rg	pntA_MLST_Lepto	525	2663	61
44	C0417_S61.rg	prpE_MLST_Brucella	468	0	0
45	C0417_S61.rg	putA_MLST_Brucella	527	0	0
46	C0417_S61.rg	ribC_MLST_Bartonella	349	0	0
47	C0417_S61.rg	rnpB_MLST_Bartonella	297	0	0
48	C0417_S61.rg	rpoB_MLST_Bartonella	363	2	0
49	C0417_S61.rg	soxA_1_MLST_Brucella	486	0	0
50	C0417_S61.rg	sucA_MLST_Lepto	447	0	0
51	C0417_S61.rg	trpE_MLST_Brucella	486	0	0
52	C0417_S61.rg	*	0	0	11314912
0	CulC0615_S62.rg	Cox2_MST_Coxiella	356	0	0
1	CulC0615_S62.rg	Cox5_MST_Coxiella	353	0	0
2	CulC0615_S62.rg	Cox18_MST_Coxiella	516	0	0
3	CulC0615_S62.rg	Cox20_MST_Coxiella	585	0	0
4	CulC0615_S62.rg	Cox22_MST_Coxiella	340	0	0
5	CulC0615_S62.rg	Cox37_MST_Coxiella	422	0	0
6	CulC0615_S62.rg	Cox51_MST_Coxiella	634	0	0
7	CulC0615_S62.rg	Cox56_MST_Coxiella	452	0	0
8	CulC0615_S62.rg	Cox57_MST_Coxiella	565	106	34
9	CulC0615_S62.rg	Cox61_MST_Coxiella	569	0	0
10	CulC0615_S62.rg	acnA_MLST_Brucella	490	0	0
11	CulC0615_S62.rg	adk_MLST_Lepto	430	131816	32606
12	CulC0615_S62.rg	aroA_MLST_Brucella	565	0	0
13	CulC0615_S62.rg	batR_1_MLST_Bartonella	487	0	0
14	CulC0615_S62.rg	bvrR_1_MLST_Bartonella	486	0	0
15	CulC0615_S62.rg	caiA_MLST_Brucella	449	0	0
16	CulC0615_S62.rg	caiB_MLST_Lepto	402	256	26
17	CulC0615_S62.rg	cobQ_1_MLST_Brucella	422	0	0
18	CulC0615_S62.rg	csdB_MLST_Brucella	487	0	0
19	CulC0615_S62.rg	ddlA_MLST_Brucella	553	0	0
20	CulC0615_S62.rg	dnaK_MLST_Brucella	470	0	0
21	CulC0615_S62.rg	fbaA_1_MLST_Brucella	458	0	0
22	CulC0615_S62.rg	flaA_MLST_Bartonella	517	0	0
23	CulC0615_S62.rg	ftsZ_B_1_MLST_Bartonella	497	0	0
24	CulC0615_S62.rg	ftsZ_H_1_MLST_Bartonella	483	0	0
25	CulC0615_S62.rg	fumC_MLST_Brucella	452	0	0
26	CulC0615_S62.rg	gap_MLST_Brucella	589	0	0
27	CulC0615_S62.rg	glk_MLST_Brucella	475	0	0
28	CulC0615_S62.rg	glmU_MLST_Lepto	444	23634	5476
29	CulC0615_S62.rg	gltA_MLST_Bartonella	338	6	0
30	CulC0615_S62.rg	groEL_MLST_Bartonella	442	18	0
31	CulC0615_S62.rg	gyrB_MLST_Brucella	469	0	0
32	CulC0615_S62.rg	icdA_MLST_Lepto	557	254561	11601
33	CulC0615_S62.rg	int_hyp_1_MLST_Brucella	430	0	0
34	CulC0615_S62.rg	leuA_MLST_Brucella	482	0	0
35	CulC0615_S62.rg	lipL32_MLST_Lepto	450	259020	7227
36	CulC0615_S62.rg	lipL41_MLST_Lepto	493	317900	11386
37	CulC0615_S62.rg	mreA_MLST_Lepto	435	114054	5626
38	CulC0615_S62.rg	mutL_MLST_Brucella	549	0	0
39	CulC0615_S62.rg	mviM_1_MLST_Brucella	447	0	0
40	CulC0615_S62.rg	nlpD_1_MLST_Bartonella	494	0	0
41	CulC0615_S62.rg	omp25_MLST_Brucella	490	0	0
42	CulC0615_S62.rg	pfkB__MLST_Lepto	432	36	8
43	CulC0615_S62.rg	pntA_MLST_Lepto	525	135310	17508
44	CulC0615_S62.rg	prpE_MLST_Brucella	468	0	0
45	CulC0615_S62.rg	putA_MLST_Brucella	527	0	0
46	CulC0615_S62.rg	ribC_MLST_Bartonella	349	0	0
47	CulC0615_S62.rg	rnpB_MLST_Bartonella	297	0	0
48	CulC0615_S62.rg	rpoB_MLST_Bartonella	363	0	0
49	CulC0615_S62.rg	soxA_1_MLST_Brucella	486	0	0
50	CulC0615_S62.rg	sucA_MLST_Lepto	447	0	0
51	CulC0615_S62.rg	trpE_MLST_Brucella	486	0	0
52	CulC0615_S62.rg	*	0	0	13603026
0	CulC0620_S63.rg	Cox2_MST_Coxiella	356	0	0
1	CulC0620_S63.rg	Cox5_MST_Coxiella	353	0	0
2	CulC0620_S63.rg	Cox18_MST_Coxiella	516	0	0
3	CulC0620_S63.rg	Cox20_MST_Coxiella	585	0	0
4	CulC0620_S63.rg	Cox22_MST_Coxiella	340	0	0
5	CulC0620_S63.rg	Cox37_MST_Coxiella	422	0	0
6	CulC0620_S63.rg	Cox51_MST_Coxiella	634	0	0
7	CulC0620_S63.rg	Cox56_MST_Coxiella	452	0	0
8	CulC0620_S63.rg	Cox57_MST_Coxiella	565	89	31
9	CulC0620_S63.rg	Cox61_MST_Coxiella	569	0	0
10	CulC0620_S63.rg	acnA_MLST_Brucella	490	0	0
11	CulC0620_S63.rg	adk_MLST_Lepto	430	119670	32228
12	CulC0620_S63.rg	aroA_MLST_Brucella	565	0	0
13	CulC0620_S63.rg	batR_1_MLST_Bartonella	487	0	0
14	CulC0620_S63.rg	bvrR_1_MLST_Bartonella	486	2	0
15	CulC0620_S63.rg	caiA_MLST_Brucella	449	0	0
16	CulC0620_S63.rg	caiB_MLST_Lepto	402	188	22
17	CulC0620_S63.rg	cobQ_1_MLST_Brucella	422	0	0
18	CulC0620_S63.rg	csdB_MLST_Brucella	487	0	0
19	CulC0620_S63.rg	ddlA_MLST_Brucella	553	0	0
20	CulC0620_S63.rg	dnaK_MLST_Brucella	470	0	0
21	CulC0620_S63.rg	fbaA_1_MLST_Brucella	458	0	0
22	CulC0620_S63.rg	flaA_MLST_Bartonella	517	0	0
23	CulC0620_S63.rg	ftsZ_B_1_MLST_Bartonella	497	0	0
24	CulC0620_S63.rg	ftsZ_H_1_MLST_Bartonella	483	0	0
25	CulC0620_S63.rg	fumC_MLST_Brucella	452	0	0
26	CulC0620_S63.rg	gap_MLST_Brucella	589	0	0
27	CulC0620_S63.rg	glk_MLST_Brucella	475	0	0
28	CulC0620_S63.rg	glmU_MLST_Lepto	444	23284	5501
29	CulC0620_S63.rg	gltA_MLST_Bartonella	338	11	3
30	CulC0620_S63.rg	groEL_MLST_Bartonella	442	20	2
31	CulC0620_S63.rg	gyrB_MLST_Brucella	469	0	0
32	CulC0620_S63.rg	icdA_MLST_Lepto	557	235588	11626
33	CulC0620_S63.rg	int_hyp_1_MLST_Brucella	430	2	0
34	CulC0620_S63.rg	leuA_MLST_Brucella	482	0	0
35	CulC0620_S63.rg	lipL32_MLST_Lepto	450	219316	6471
36	CulC0620_S63.rg	lipL41_MLST_Lepto	493	295505	10800
37	CulC0620_S63.rg	mreA_MLST_Lepto	435	104728	5406
38	CulC0620_S63.rg	mutL_MLST_Brucella	549	0	0
39	CulC0620_S63.rg	mviM_1_MLST_Brucella	447	0	0
40	CulC0620_S63.rg	nlpD_1_MLST_Bartonella	494	0	0
41	CulC0620_S63.rg	omp25_MLST_Brucella	490	0	0
42	CulC0620_S63.rg	pfkB__MLST_Lepto	432	29	9
43	CulC0620_S63.rg	pntA_MLST_Lepto	525	109785	14236
44	CulC0620_S63.rg	prpE_MLST_Brucella	468	0	0
45	CulC0620_S63.rg	putA_MLST_Brucella	527	0	0
46	CulC0620_S63.rg	ribC_MLST_Bartonella	349	9	9
47	CulC0620_S63.rg	rnpB_MLST_Bartonella	297	4	0
48	CulC0620_S63.rg	rpoB_MLST_Bartonella	363	2	0
49	CulC0620_S63.rg	soxA_1_MLST_Brucella	486	0	0
50	CulC0620_S63.rg	sucA_MLST_Lepto	447	0	0
51	CulC0620_S63.rg	trpE_MLST_Brucella	486	0	0
52	CulC0620_S63.rg	*	0	0	12304882
0	IND-0376_S67.rg	Cox2_MST_Coxiella	356	0	0
1	IND-0376_S67.rg	Cox5_MST_Coxiella	353	0	0
2	IND-0376_S67.rg	Cox18_MST_Coxiella	516	0	0
3	IND-0376_S67.rg	Cox20_MST_Coxiella	585	0	0
4	IND-0376_S67.rg	Cox22_MST_Coxiella	340	0	0
5	IND-0376_S67.rg	Cox37_MST_Coxiella	422	0	0
6	IND-0376_S67.rg	Cox51_MST_Coxiella	634	0	0
7	IND-0376_S67.rg	Cox56_MST_Coxiella	452	0	0
8	IND-0376_S67.rg	Cox57_MST_Coxiella	565	0	0
9	IND-0376_S67.rg	Cox61_MST_Coxiella	569	0	0
10	IND-0376_S67.rg	acnA_MLST_Brucella	490	73728	2316
11	IND-0376_S67.rg	adk_MLST_Lepto	430	0	0
12	IND-0376_S67.rg	aroA_MLST_Brucella	565	139438	8485
13	IND-0376_S67.rg	batR_1_MLST_Bartonella	487	2	0
14	IND-0376_S67.rg	bvrR_1_MLST_Bartonella	486	7	1
15	IND-0376_S67.rg	caiA_MLST_Brucella	449	116240	1945
16	IND-0376_S67.rg	caiB_MLST_Lepto	402	0	0
17	IND-0376_S67.rg	cobQ_1_MLST_Brucella	422	249001	21350
18	IND-0376_S67.rg	csdB_MLST_Brucella	487	359287	11584
19	IND-0376_S67.rg	ddlA_MLST_Brucella	553	670917	26176
20	IND-0376_S67.rg	dnaK_MLST_Brucella	470	55649	1961
21	IND-0376_S67.rg	fbaA_1_MLST_Brucella	458	115330	6736
22	IND-0376_S67.rg	flaA_MLST_Bartonella	517	2	0
23	IND-0376_S67.rg	ftsZ_B_1_MLST_Bartonella	497	0	0
24	IND-0376_S67.rg	ftsZ_H_1_MLST_Bartonella	483	0	0
25	IND-0376_S67.rg	fumC_MLST_Brucella	452	81756	4401
26	IND-0376_S67.rg	gap_MLST_Brucella	589	192001	5828
27	IND-0376_S67.rg	glk_MLST_Brucella	475	122851	2764
28	IND-0376_S67.rg	glmU_MLST_Lepto	444	0	0
29	IND-0376_S67.rg	gltA_MLST_Bartonella	338	25	3
30	IND-0376_S67.rg	groEL_MLST_Bartonella	442	8	4
31	IND-0376_S67.rg	gyrB_MLST_Brucella	469	183226	4205
32	IND-0376_S67.rg	icdA_MLST_Lepto	557	0	0
33	IND-0376_S67.rg	int_hyp_1_MLST_Brucella	430	282334	13054
34	IND-0376_S67.rg	leuA_MLST_Brucella	482	303909	31125
35	IND-0376_S67.rg	lipL32_MLST_Lepto	450	0	0
36	IND-0376_S67.rg	lipL41_MLST_Lepto	493	12	0
37	IND-0376_S67.rg	mreA_MLST_Lepto	435	0	0
38	IND-0376_S67.rg	mutL_MLST_Brucella	549	107401	6442
39	IND-0376_S67.rg	mviM_1_MLST_Brucella	447	96639	6000
40	IND-0376_S67.rg	nlpD_1_MLST_Bartonella	494	0	0
41	IND-0376_S67.rg	omp25_MLST_Brucella	490	261219	7897
42	IND-0376_S67.rg	pfkB__MLST_Lepto	432	0	0
43	IND-0376_S67.rg	pntA_MLST_Lepto	525	0	0
44	IND-0376_S67.rg	prpE_MLST_Brucella	468	190399	9084
45	IND-0376_S67.rg	putA_MLST_Brucella	527	72655	1913
46	IND-0376_S67.rg	ribC_MLST_Bartonella	349	17	5
47	IND-0376_S67.rg	rnpB_MLST_Bartonella	297	341	108
48	IND-0376_S67.rg	rpoB_MLST_Bartonella	363	10	4
49	IND-0376_S67.rg	soxA_1_MLST_Brucella	486	197219	4602
50	IND-0376_S67.rg	sucA_MLST_Lepto	447	0	0
51	IND-0376_S67.rg	trpE_MLST_Brucella	486	157413	11861
52	IND-0376_S67.rg	*	0	0	7095820
0	Lb-C097_S64.rg	Cox2_MST_Coxiella	356	0	0
1	Lb-C097_S64.rg	Cox5_MST_Coxiella	353	0	0
2	Lb-C097_S64.rg	Cox18_MST_Coxiella	516	0	0
3	Lb-C097_S64.rg	Cox20_MST_Coxiella	585	0	0
4	Lb-C097_S64.rg	Cox22_MST_Coxiella	340	0	0
5	Lb-C097_S64.rg	Cox37_MST_Coxiella	422	0	0
6	Lb-C097_S64.rg	Cox51_MST_Coxiella	634	2	0
7	Lb-C097_S64.rg	Cox56_MST_Coxiella	452	0	0
8	Lb-C097_S64.rg	Cox57_MST_Coxiella	565	79	35
9	Lb-C097_S64.rg	Cox61_MST_Coxiella	569	0	0
10	Lb-C097_S64.rg	acnA_MLST_Brucella	490	0	0
11	Lb-C097_S64.rg	adk_MLST_Lepto	430	117179	44903
12	Lb-C097_S64.rg	aroA_MLST_Brucella	565	0	0
13	Lb-C097_S64.rg	batR_1_MLST_Bartonella	487	0	0
14	Lb-C097_S64.rg	bvrR_1_MLST_Bartonella	486	0	0
15	Lb-C097_S64.rg	caiA_MLST_Brucella	449	0	0
16	Lb-C097_S64.rg	caiB_MLST_Lepto	402	174	38
17	Lb-C097_S64.rg	cobQ_1_MLST_Brucella	422	0	0
18	Lb-C097_S64.rg	csdB_MLST_Brucella	487	0	0
19	Lb-C097_S64.rg	ddlA_MLST_Brucella	553	0	0
20	Lb-C097_S64.rg	dnaK_MLST_Brucella	470	0	0
21	Lb-C097_S64.rg	fbaA_1_MLST_Brucella	458	0	0
22	Lb-C097_S64.rg	flaA_MLST_Bartonella	517	2	2
23	Lb-C097_S64.rg	ftsZ_B_1_MLST_Bartonella	497	0	0
24	Lb-C097_S64.rg	ftsZ_H_1_MLST_Bartonella	483	1	1
25	Lb-C097_S64.rg	fumC_MLST_Brucella	452	0	0
26	Lb-C097_S64.rg	gap_MLST_Brucella	589	2	0
27	Lb-C097_S64.rg	glk_MLST_Brucella	475	0	0
28	Lb-C097_S64.rg	glmU_MLST_Lepto	444	25340	6916
29	Lb-C097_S64.rg	gltA_MLST_Bartonella	338	12	0
30	Lb-C097_S64.rg	groEL_MLST_Bartonella	442	0	0
31	Lb-C097_S64.rg	gyrB_MLST_Brucella	469	0	0
32	Lb-C097_S64.rg	icdA_MLST_Lepto	557	244459	15876
33	Lb-C097_S64.rg	int_hyp_1_MLST_Brucella	430	3	3
34	Lb-C097_S64.rg	leuA_MLST_Brucella	482	0	0
35	Lb-C097_S64.rg	lipL32_MLST_Lepto	450	224552	10204
36	Lb-C097_S64.rg	lipL41_MLST_Lepto	493	310350	15006
37	Lb-C097_S64.rg	mreA_MLST_Lepto	435	107791	5725
38	Lb-C097_S64.rg	mutL_MLST_Brucella	549	0	0
39	Lb-C097_S64.rg	mviM_1_MLST_Brucella	447	0	0
40	Lb-C097_S64.rg	nlpD_1_MLST_Bartonella	494	0	0
41	Lb-C097_S64.rg	omp25_MLST_Brucella	490	0	0
42	Lb-C097_S64.rg	pfkB__MLST_Lepto	432	46	4
43	Lb-C097_S64.rg	pntA_MLST_Lepto	525	113382	17480
44	Lb-C097_S64.rg	prpE_MLST_Brucella	468	0	0
45	Lb-C097_S64.rg	putA_MLST_Brucella	527	0	0
46	Lb-C097_S64.rg	ribC_MLST_Bartonella	349	10	10
47	Lb-C097_S64.rg	rnpB_MLST_Bartonella	297	0	0
48	Lb-C097_S64.rg	rpoB_MLST_Bartonella	363	0	0
49	Lb-C097_S64.rg	soxA_1_MLST_Brucella	486	0	0
50	Lb-C097_S64.rg	sucA_MLST_Lepto	447	0	0
51	Lb-C097_S64.rg	trpE_MLST_Brucella	486	0	0
52	Lb-C097_S64.rg	*	0	0	12932086
0	Li-CT_S65.rg	Cox2_MST_Coxiella	356	0	0
1	Li-CT_S65.rg	Cox5_MST_Coxiella	353	0	0
2	Li-CT_S65.rg	Cox18_MST_Coxiella	516	0	0
3	Li-CT_S65.rg	Cox20_MST_Coxiella	585	0	0
4	Li-CT_S65.rg	Cox22_MST_Coxiella	340	0	0
5	Li-CT_S65.rg	Cox37_MST_Coxiella	422	0	0
6	Li-CT_S65.rg	Cox51_MST_Coxiella	634	0	0
7	Li-CT_S65.rg	Cox56_MST_Coxiella	452	0	0
8	Li-CT_S65.rg	Cox57_MST_Coxiella	565	60	20
9	Li-CT_S65.rg	Cox61_MST_Coxiella	569	0	0
10	Li-CT_S65.rg	acnA_MLST_Brucella	490	0	0
11	Li-CT_S65.rg	adk_MLST_Lepto	430	197540	32743
12	Li-CT_S65.rg	aroA_MLST_Brucella	565	0	0
13	Li-CT_S65.rg	batR_1_MLST_Bartonella	487	0	0
14	Li-CT_S65.rg	bvrR_1_MLST_Bartonella	486	0	0
15	Li-CT_S65.rg	caiA_MLST_Brucella	449	0	0
16	Li-CT_S65.rg	caiB_MLST_Lepto	402	291958	9106
17	Li-CT_S65.rg	cobQ_1_MLST_Brucella	422	0	0
18	Li-CT_S65.rg	csdB_MLST_Brucella	487	0	0
19	Li-CT_S65.rg	ddlA_MLST_Brucella	553	0	0
20	Li-CT_S65.rg	dnaK_MLST_Brucella	470	0	0
21	Li-CT_S65.rg	fbaA_1_MLST_Brucella	458	0	0
22	Li-CT_S65.rg	flaA_MLST_Bartonella	517	0	0
23	Li-CT_S65.rg	ftsZ_B_1_MLST_Bartonella	497	0	0
24	Li-CT_S65.rg	ftsZ_H_1_MLST_Bartonella	483	0	0
25	Li-CT_S65.rg	fumC_MLST_Brucella	452	0	0
26	Li-CT_S65.rg	gap_MLST_Brucella	589	0	0
27	Li-CT_S65.rg	glk_MLST_Brucella	475	0	0
28	Li-CT_S65.rg	glmU_MLST_Lepto	444	366472	8820
29	Li-CT_S65.rg	gltA_MLST_Bartonella	338	4	0
30	Li-CT_S65.rg	groEL_MLST_Bartonella	442	0	0
31	Li-CT_S65.rg	gyrB_MLST_Brucella	469	0	0
32	Li-CT_S65.rg	icdA_MLST_Lepto	557	437181	35765
33	Li-CT_S65.rg	int_hyp_1_MLST_Brucella	430	0	0
34	Li-CT_S65.rg	leuA_MLST_Brucella	482	0	0
35	Li-CT_S65.rg	lipL32_MLST_Lepto	450	193608	5615
36	Li-CT_S65.rg	lipL41_MLST_Lepto	493	330345	8094
37	Li-CT_S65.rg	mreA_MLST_Lepto	435	339191	19549
38	Li-CT_S65.rg	mutL_MLST_Brucella	549	0	0
39	Li-CT_S65.rg	mviM_1_MLST_Brucella	447	0	0
40	Li-CT_S65.rg	nlpD_1_MLST_Bartonella	494	0	0
41	Li-CT_S65.rg	omp25_MLST_Brucella	490	0	0
42	Li-CT_S65.rg	pfkB__MLST_Lepto	432	377153	5644
43	Li-CT_S65.rg	pntA_MLST_Lepto	525	450186	4880
44	Li-CT_S65.rg	prpE_MLST_Brucella	468	0	0
45	Li-CT_S65.rg	putA_MLST_Brucella	527	0	0
46	Li-CT_S65.rg	ribC_MLST_Bartonella	349	0	0
47	Li-CT_S65.rg	rnpB_MLST_Bartonella	297	0	0
48	Li-CT_S65.rg	rpoB_MLST_Bartonella	363	0	0
49	Li-CT_S65.rg	soxA_1_MLST_Brucella	486	0	0
50	Li-CT_S65.rg	sucA_MLST_Lepto	447	3	3
51	Li-CT_S65.rg	trpE_MLST_Brucella	486	0	0
52	Li-CT_S65.rg	*	0	0	11942400
0	R0024-SP_S38.rg	Cox2_MST_Coxiella	356	0	0
1	R0024-SP_S38.rg	Cox5_MST_Coxiella	353	10	0
2	R0024-SP_S38.rg	Cox18_MST_Coxiella	516	0	0
3	R0024-SP_S38.rg	Cox20_MST_Coxiella	585	0	0
4	R0024-SP_S38.rg	Cox22_MST_Coxiella	340	0	0
5	R0024-SP_S38.rg	Cox37_MST_Coxiella	422	0	0
6	R0024-SP_S38.rg	Cox51_MST_Coxiella	634	0	0
7	R0024-SP_S38.rg	Cox56_MST_Coxiella	452	0	0
8	R0024-SP_S38.rg	Cox57_MST_Coxiella	565	0	0
9	R0024-SP_S38.rg	Cox61_MST_Coxiella	569	0	0
10	R0024-SP_S38.rg	acnA_MLST_Brucella	490	0	0
11	R0024-SP_S38.rg	adk_MLST_Lepto	430	0	0
12	R0024-SP_S38.rg	aroA_MLST_Brucella	565	0	0
13	R0024-SP_S38.rg	batR_1_MLST_Bartonella	487	1982	522
14	R0024-SP_S38.rg	bvrR_1_MLST_Bartonella	486	86	26
15	R0024-SP_S38.rg	caiA_MLST_Brucella	449	0	0
16	R0024-SP_S38.rg	caiB_MLST_Lepto	402	0	0
17	R0024-SP_S38.rg	cobQ_1_MLST_Brucella	422	0	0
18	R0024-SP_S38.rg	csdB_MLST_Brucella	487	0	0
19	R0024-SP_S38.rg	ddlA_MLST_Brucella	553	0	0
20	R0024-SP_S38.rg	dnaK_MLST_Brucella	470	0	0
21	R0024-SP_S38.rg	fbaA_1_MLST_Brucella	458	0	0
22	R0024-SP_S38.rg	flaA_MLST_Bartonella	517	0	0
23	R0024-SP_S38.rg	ftsZ_B_1_MLST_Bartonella	497	4	0
24	R0024-SP_S38.rg	ftsZ_H_1_MLST_Bartonella	483	1283	967
25	R0024-SP_S38.rg	fumC_MLST_Brucella	452	0	0
26	R0024-SP_S38.rg	gap_MLST_Brucella	589	0	0
27	R0024-SP_S38.rg	glk_MLST_Brucella	475	0	0
28	R0024-SP_S38.rg	glmU_MLST_Lepto	444	0	0
29	R0024-SP_S38.rg	gltA_MLST_Bartonella	338	1998	1118
30	R0024-SP_S38.rg	groEL_MLST_Bartonella	442	1	1
31	R0024-SP_S38.rg	gyrB_MLST_Brucella	469	0	0
32	R0024-SP_S38.rg	icdA_MLST_Lepto	557	0	0
33	R0024-SP_S38.rg	int_hyp_1_MLST_Brucella	430	416	256
34	R0024-SP_S38.rg	leuA_MLST_Brucella	482	28	0
35	R0024-SP_S38.rg	lipL32_MLST_Lepto	450	0	0
36	R0024-SP_S38.rg	lipL41_MLST_Lepto	493	0	0
37	R0024-SP_S38.rg	mreA_MLST_Lepto	435	0	0
38	R0024-SP_S38.rg	mutL_MLST_Brucella	549	0	0
39	R0024-SP_S38.rg	mviM_1_MLST_Brucella	447	0	0
40	R0024-SP_S38.rg	nlpD_1_MLST_Bartonella	494	2	0
41	R0024-SP_S38.rg	omp25_MLST_Brucella	490	0	0
42	R0024-SP_S38.rg	pfkB__MLST_Lepto	432	2	0
